SHIFT,OFFENSE,METHOD,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
UNK,THEFT,1,WASHINGTON,DC,5,5C,5C10,FIFTH,501,20,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3G,3G05,SECOND,201,10,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,8,8D,8D06,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,8,8E,8.00E+02,SEVENTH,705,38,NONE,NONE,NONE,NONE
UNK,ROBBERY,F&V,WASHINGTON,DC,7,7E,7.00E+06,SIXTH,604,33,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,THEFT,2,WASHINGTON,DC,7,7A,7A03,SIXTH,605,34,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+07,SECOND,206,4,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,THEFT,SHOPLIFTING,WASHINGTON,DC,2,2E,2.00E+06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,THEFT,1,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT,1,WASHINGTON,DC,8,8D,8D06,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,1,WASHINGTON,DC,2,2B,2B09,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,ROBBERY,ATTEMPT,WASHINGTON,DC,6,6C,6C02,FIRST,101,8,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,THEFT,2,WASHINGTON,DC,5,5B,5B10,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,7,7E,7.00E+06,SIXTH,604,33,NONE,NONE,NONE,NONE
UNK,ROBBERY,P/P,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,4,4C,4C06,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,SEX ABUSE,CHILD 2ND,WASHINGTON,DC,4,4A,4A06,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,2,2B,2B04,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7D,7D02,SIXTH,601,30,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,8,8D,8D04,SEVENTH,706,NONE,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,GEORGIA AVE NW,NONE
UNK,ROBBERY,F&V,WASHINGTON,DC,5,5B,5B06,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6B,6B01,FIRST,105,26,NONE,NONE,NONE,CAPITOL HILL BID
UNK,ADW,KNIFE,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,6,6D,6D01,FIRST,104,9,NONE,NONE,NONE,NONE
UNK,ROBBERY,F&V,,,4,4B,4B05,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,1,1D,1D02,THIRD,301,2,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,,,7,7E,7.00E+07,SIXTH,604,33,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,6,6A,6A02,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,6,6C,6C03,FIRST,101,8,NONE,NONE,SURSUM CORDA,NONE
UNK,THEFT F/AUTO,1,WASHINGTON,DC,5,5B,5B09,FIFTH,503,24,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,THEFT F/AUTO,1,WASHINGTON,DC,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,6,6A,6A01,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8C,8C07,SEVENTH,705,39,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,4,4B,4B04,FOURTH,402,17,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,2,2C,2C04,THIRD,308,8,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,5,5B,5B06,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,6,6A,6A08,FIRST,103,26,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5A,5A05,FOURTH,405,20,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,2,2C,2C04,THIRD,308,7,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,2,2C,2C02,THIRD,308,7,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,4,4A,4A08,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,4,3G,3G03,SECOND,201,10,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8A,8A06,SEVENTH,703,37,NONE,NONE,NONE,NONE
UNK,SEX ABUSE,ADULT 2ND,WASHINGTON,DC,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,4,4D,4D05,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6A,6A01,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5C,5C12,FOURTH,405,19,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1C,1C08,THIRD,303,1,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8D,8D05,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5C,5C05,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,4,4D,4D01,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3C,3C09,SECOND,204,15,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,4,4A,4A06,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,5,5B,5B04,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5A,5A07,FIFTH,502,22,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,THEFT,2,,,2,2E,2.00E+07,SECOND,206,4,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6D,6D01,FIRST,104,9,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,4,4C,4C09,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,4,4B,4B02,FOURTH,402,17,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8E,8.00E+05,SEVENTH,705,39,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1B,1B04,THIRD,305,6,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,8,8A,8A02,SIXTH,607,34,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6C,6C09,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT,2,WASHINGTON,DC,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7D,7D02,SIXTH,601,29,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,1,WASHINGTON,DC,6,6C,6C04,FIRST,101,25,NONE,NONE,NONE,NOMA BID
UNK,THEFT,2,WASHINGTON,DC,7,7C,7C02,SIXTH,602,31,NONE,NONE,CLAY TER NE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,8,8D,8D04,SEVENTH,706,NONE,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2A,2A02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,ADW,OTHER,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,5,5B,5B12,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,1,WASHINGTON,DC,2,2B,2B06,SECOND,208,5,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,6,6B,6B11,FIRST,107,26,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3F,3F02,SECOND,203,12,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,6,6A,6A08,FIRST,103,25,NONE,NONE,NONE,NONE
UNK,ROBBERY,KNIFE,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT,1,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
UNK,THEFT,2,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,34,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+04,SECOND,206,4,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,6,6A,6A03,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,THEFT F/AUTO,1,WASHINGTON,DC,4,4C,4C06,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7C,7C02,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,SEX ABUSE,ADULT 1ST,WASHINGTON,DC,1,1A,1A08,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,ROBBERY,OTHER ARMED,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,8,8E,8.00E+07,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,ROBBERY,PBS,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,THEFT F/AUTO,2,,,3,3C,3C05,SECOND,204,15,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6C,6C06,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,THEFT,BICYCLE,WASHINGTON,DC,3,3G,3G06,SECOND,201,10,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3E,3.00E+03,SECOND,202,11,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3C,3C07,SECOND,204,14,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3E,3.00E+03,SECOND,202,11,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6D,6D01,FIRST,104,9,NONE,NONE,NONE,NONE
UNK,ROBBERY,ASSAULT W/INTENT,WASHINGTON,DC,6,6C,6C02,FIRST,101,8,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
UNK,ROBBERY,F&V,,,5,5C,5C09,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5B,5B07,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,2,2F,2F04,THIRD,307,7,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,8,8E,8.00E+04,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,,,3,3E,3.00E+03,SECOND,202,11,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
UNK,ROBBERY,CAR JACKING - GUN,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NOMA BID
UNK,THEFT,1,WASHINGTON,DC,2,2E,2.00E+05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,ADW,KNIFE,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,5,5A,5A03,FOURTH,405,20,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
UNK,ROBBERY,SNATCH,WASHINGTON,DC,1,1D,1D02,THIRD,301,2,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6C,6C04,FIRST,101,25,NONE,NONE,NONE,NOMA BID
UNK,ROBBERY,FEAR,WASHINGTON,DC,1,1D,1D01,THIRD,301,2,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
UNK,ROBBERY,F&V,WASHINGTON,DC,6,6C,6C04,FIRST,101,25,NONE,NONE,NONE,NOMA BID
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,6,6C,6C02,FIRST,101,8,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,7,7D,7D03,SIXTH,601,29,NONE,NONE,NONE,NONE
UNK,ADW,CLUB,WASHINGTON,DC,6,6A,6A08,FIRST,103,25,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
UNK,THEFT,BICYCLE,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
UNK,ADW,OTHER,WASHINGTON,DC,4,4C,4C03,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,5,5B,5B02,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,ADW,OTHER,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
UNK,ROBBERY,GUN,WASHINGTON,DC,5,5B,5B02,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8B,8B05,SEVENTH,704,38,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,1,1D,1D06,THIRD,301,2,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,4,4B,4B02,FOURTH,401,17,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,4,4B,4B07,FOURTH,402,19,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2B,2B06,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
UNK,ADW,GUN,WASHINGTON,DC,8,8C,8C02,SEVENTH,705,39,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,3,3C,3C04,SECOND,204,15,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,6,6C,6C01,FIRST,101,8,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1B,1B09,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1A,1A02,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,COLUMBIA RD NW,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
UNK,ROBBERY,FEAR,WASHINGTON,DC,4,4A,4A08,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2A,2A03,SECOND,207,5,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,5,5B,5B05,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,BURGLARY,1,WASHINGTON,DC,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,3,3C,3C07,SECOND,204,14,NONE,NONE,NONE,NONE
UNK,THEFT,BICYCLE,WASHINGTON,DC,6,6D,6D05,FIRST,104,9,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7C,7C05,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,8,8E,8.00E+06,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
UNK,ADW,KNIFE,WASHINGTON,DC,7,7C,7C04,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,ROBBERY,KNIFE,,,4,4B,4B06,FOURTH,402,17,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8D,8D06,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,BURGLARY,2,WASHINGTON,DC,6,6A,6A01,FIRST,102,25,NONE,NONE,NONE,NONE
UNK,ROBBERY,CAR JACKING - GUN,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,6,6D,6D03,FIRST,104,9,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,3,3G,3G06,SECOND,201,10,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5B,5B10,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,14TH ST NW,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8E,8.00E+05,SEVENTH,705,39,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+03,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,THEFT,2,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,3,3D,3D08,SECOND,205,14,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7C,7C06,SIXTH,602,31,NONE,NONE,NONE,NONE
UNK,THEFT,1,WASHINGTON,DC,2,2E,2.00E+01,SECOND,206,4,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8B,8B05,SEVENTH,704,38,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,5,5C,5C08,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,2,2E,2.00E+05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
UNK,THEFT,2,WASHINGTON,DC,4,4C,4C05,FOURTH,404,18,NONE,NONE,NONE,NONE
UNK,THEFT,BICYCLE,WASHINGTON,DC,5,5B,5B11,FIFTH,504,23,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,7,7E,7.00E+05,SIXTH,604,33,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,1,1A,1A02,THIRD,302,2,NONE,NONE,NONE,NONE
UNK,THEFT,2,WASHINGTON,DC,3,3F,3F02,SECOND,203,12,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,8,8D,8D07,SEVENTH,706,39,NONE,NONE,NONE,NONE
UNK,ROBBERY,F&V,WASHINGTON,DC,6,6B,6B05,FIRST,106,26,NONE,NONE,NONE,NONE
UNK,ROBBERY,F&V,WASHINGTON,DC,6,6B,6B04,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
UNK,THEFT,2,WASHINGTON,DC,4,4D,4D02,FOURTH,403,18,NONE,NONE,NONE,NONE
UNK,THEFT F/AUTO,2,WASHINGTON,DC,5,5C,5C08,FIFTH,501,21,NONE,NONE,NONE,NONE
UNK,SEX ABUSE,CHILD 1ST,WASHINGTON,DC,7,7A,7A07,SIXTH,605,34,NONE,NONE,NONE,NONE
UNK,STOLEN AUTO,STOLEN AUTO,WASHINGTON,DC,6,6C,6C02,FIRST,101,8,NONE,NONE,NONE,NONE
